CODIGO|PROCEDIMENTO|PORTE|VALOR PORTE|AUXILIARES|VALOR UCO|PORTE ANESTESICO|QTDE FILME|INCIDENCIA|VALOR
30705070|AUTOTRANSPLANTE DE TRÊS RETALHOS, UM CUTÂNEO SEPARADO, COMBINADO A OUTROS DOIS RETALHOS MUSCULARES I|13A|1398,25|2|0|7|0|0|1398,25
30705100|REIMPLANTE DE SEGMENTOS DISTAIS DO MEMBRO SUPERIOR, COM RESSECÇÃO SEGMENTAR|13A|1398,25|2|0|7|0|0|1398,25
30706017|REIMPLANTE DO MEMBRO INFERIOR DO NÍVEL MÉDIO PROXIMAL DA PERNA ATÉ A COXA|13A|1398,25|3|0|6|0|0|1398,25
30706025|REIMPLANTE DO MEMBRO INFERIOR DO PÉ ATÉ O TERÇO MÉDIO DA PERNA|13A|1398,25|3|0|6|0|0|1398,25
30706033|REIMPLANTE DO MEMBRO SUPERIOR, DO NÍVEL MÉDIO DO ANTEBRAÇO ATÉ O OMBRO|13A|1398,25|3|0|6|0|0|1398,25
30707013|TRANSPLANTE ARTICULAR DE METATARSOFALÂNGICA PARA A MÃO|13A|1398,25|2|0|6|0|0|1398,25
30707021|TRANSPLANTE DE 2º PODODÁCTILO PARA MÃO|13A|1398,25|3|0|6|0|0|1398,25
30707030|TRANSPLANTE DE DEDOS DO PÉ PARA A MÃO|13A|1398,25|3|0|6|0|0|1398,25
30707048|TRANSPLANTE DO 2º PODODÁCTILO PARA O POLEGAR|13A|1398,25|2|0|6|0|0|1398,25
30707056|TRANSPLANTE DO HALLUX PARA POLEGAR|13A|1398,25|3|0|6|0|0|1398,25
30707064|TRANSPLANTE DE DOIS PODODÁCTILOS PARA A MÃO|13A|1398,25|2|0|6|0|0|1398,25
30709016|INSTALAÇÃO DE HALO CRANIANO|03A|74,8|0|0|2|0|0|74,8
30709024|TRAÇÃO CUTÂNEA|01B|17|0|0|1|0|0|17
30709032|TRACAO TRANSESQUELETICA (POR MEMBRO)|02A|34|0|0|1|0|0|34
30710014|FIOS OU PINOS METÁLICOS TRANSÓSSEOS|03B|95,2|0|0|1|0|0|95,2
30710022|FIOS, PINOS, PARAFUSOS OU HASTES METÁLICAS INTRA-ÓSSEAS|03B|95,2|1|0|2|0|0|95,2
30710030|PLACAS|03C|108,8|1|0|2|0|0|108,8
30710049|PRÓTESES DE SUBSTITUIÇÃO DE PEQUENAS ARTICULAÇÕES|06A|216,75|1|0|3|0|0|216,75
30710057|RETIRADA DE FIXADORES EXTERNOS|03B|95,2|0|0|2|0|0|95,2
30711010|IMOBILIZAÇÕES NÃO-GESSADAS (QUALQUER SEGMENTO)|01A|8,5|0|0|0|0|0|8,5
30711029|MEMBRO INFERIOR|01B|17|0|0|0|0|0|17
30711037|MEMBRO SUPERIOR|01A|8,5|0|0|0|0|0|8,5
30712017|ÁXILO-PALMAR OU PENDENTE|01B|17|0|0|0|0|0|17
30712025|BOTA COM OU SEM SALTO|01B|17|0|0|0|0|0|17
30712033|COLAR|01B|17|0|0|0|0|0|17
30712041|COLETE|01C|25,5|0|0|0|0|0|25,5
30712050|CRURO-PODÁLICO|01C|25,5|0|0|0|0|0|25,5
30712068|DUPLA ABDUÇÃO OU DUCROQUET|01C|25,5|0|0|0|0|0|25,5
30712076|HALO-GESSO|04A|130,05|0|0|0|0|0|130,05
30712084|INGUINO-MALEOLAR|01C|25,5|0|0|0|0|0|25,5
30712092|LUVA|01B|17|0|0|0|0|0|17
30712106|MINERVA OU RISSER PARA ESCOLIOSE|02C|54,4|0|0|0|0|0|54,4
30712114|PELVIPODÁLICO|02C|54,4|0|0|0|0|0|54,4
30712122|SPICA-GESSADA|02B|45,9|0|0|0|0|0|45,9
30712130|TIPO VELPEAU|01C|25,5|0|0|0|0|0|25,5
30712149|TÓRACO-BRAQUIAL|02C|54,4|0|0|0|0|0|54,4
30713021|BIOPSIA OSSEA|02B|45,9|0|0|2|0|0|45,9
30713030|BIOPSIAS PERCUTANEA SINOVIAL OU DE TECIDOS MOLES|02B|45,9|0|0|2|0|0|45,9
30713048|ENXERTOS EM OUTRAS PSEUDARTROSES|07C|368,05|1|0|4|0|0|368,05
30713064|MANIPULAÇÃO ARTICULAR SOB ANESTESIA GERAL|03B|95,2|0|0|1|0|0|95,2
30713072|RETIRADA DE ENXERTO ÓSSEO|03B|95,2|1|0|1|0|0|95,2
30713137|PUNÇÃO ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO). QUANDO ORIENTADA POR RX, US, TC E RM, COB|02A|34|0|0|0|0|0|34
30713145|PUNÇÃO EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO/AGULHAMENTO SECO). QUANDO ORIENTADA P|02A|34|0|0|1|0|0|34
30713153|ARTROSCOPIA EM JOELHO, TORNOZELO, COTOVELO E PUNHO (PARA DIAGNOSTICO COM OU SEM BIOPSIA SINOVIAL)|05C|198,9|1|0|3|||
30714010|CORPO ESTRANHO INTRA-ARTICULAR - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30714028|CORPO ESTRANHO INTRA-ÓSSEO - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30714036|CORPO ESTRANHO INTRAMUSCULAR - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30715016|ARTRODESE DA COLUNA C/ INSTRUMENTAÇÃO POR SEGMENTO|10B|658,75|2|0|6|0|0|658,75
30715024|ARTRODESE DE COLUNA VIA ANTERIOR OU PÓSTERO LATERAL - TRATAMENTO CIRÚRGICO|10B|658,75|2|0|6|0|0|658,75
30715032|BIÓPSIA DA COLUNA|05B|187|1|0|2|0|0|187
30715040|BIÓPSIA DE CORPO VERTEBRAL COM AGULHA|03B|95,2|1|0|2|0|0|95,2
30715059|CIRURGIA DE COLUNA POR VIA ENDOSCÓPICA|11A|773,5|2|0|7|0|0|773,5
30715067|CORDOTOMIA - MIELOTOMIA|10B|658,75|2|0|6|0|0|658,75
30715075|COSTELA CERVICAL - TRATAMENTO CIRÚRGICO|08B|416,5|1|0|3|0|0|416,5
30715083|DERIVAÇÃO LOMBAR EXTERNA|06A|216,75|1|0|3|0|0|216,75
30715091|DESCOMPRESSÃO MEDULAR E/OU CAUDA EQUINA|09C|566,1|2|0|5|0|0|566,1
30715105|DORSO CURVO / ESCOLIOSE / GIBA COSTAL - TRATAMENTO CIRÚRGICO|11A|773,5|2|0|6|0|0|773,5
30715113|ESPONDILOLISTESE - TRATAMENTO CIRÚRGICO|10A|607,75|2|0|5|0|0|607,75
30715148|FRATURA DO CÓCCIX - REDUÇÃO INCRUENTA|07C|368,05|1|0|2|0|0|368,05
30715156|FRATURA E/OU LUXAÇÃO DE COLUNA VERTEBRAL - REDUÇÃO INCRUENTA|05B|187|1|0|2|0|0|187
30715164|FRATURAS OU FRATURA-LUXAÇÃO DE COLUNA - TRATAMENTO CIRÚRGICO|08C|442|2|0|5|0|0|442
30715172|HEMIVÉRTEBRA - RESSECÇÃO VIA ANTERIOR OU POSTERIOR - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|4|0|0|471,75
30715180|HERNIA-DISCAL: TRATAMENTO CIRURGICO|09C|566,1|1|0|5|0|0|566,1
30715199|LAMINECTOMIA POR SEGMENTO (ARACNOIDITE, ABSCESSO EPIDURAL)|09C|566,1|2|0|5|0|0|566,1
30715210|OSTEOMIELITE DE COLUNA - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30715229|OSTEOTOMIA DE COLUNA VERTEBRAL - TRATAMENTO CIRÚRGICO|08C|442|2|0|5|0|0|442
30715237|OUTRAS AFECÇÕES DA COLUNA - TRATAMENTO INCRUENTO|03B|95,2|0|0|2|0|0|95,2
30715245|PSEUDARTROSE DE COLUNA - TRATAMENTO CIRÚRGICO|09C|566,1|2|0|6|0|0|566,1
30715253|PUNÇÃO LIQUÓRICA|02B|45,9|0|0|2|0|0|45,9
30715261|RETIRADA DE CORPO ESTRANHO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30715270|RETIRADA DE MATERIAL DE SÍNTESE - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30715288|SUBSTITUIÇÃO DE CORPO VERTEBRAL|10B|658,75|2|0|6|0|0|658,75
30715296|TRAÇÃO CERVICAL TRANSESQUELÉTICA|08B|416,5|1|0|2|0|0|416,5
30715300|TRATAMENTO CIRÚRGICO DA CIFOSE INFANTIL|11B|848,3|2|0|7|0|0|848,3
30715318|TRATAMENTO CIRÚRGICO DA LESÃO TRAUMÁTICA RAQUIMEDULAR|11B|848,3|2|0|6|0|0|848,3
30715326|TRATAMENTO CIRÚRGICO DAS MALFORMAÇÕES CRANIOVERTEBRAIS|10B|658,75|2|0|6|0|0|658,75
30715334|TRATAMENTO CIRÚRGICO DO DISRAFISMO|10B|658,75|2|0|5|0|0|658,75
30715342|TRATAMENTO CONSERVADOR DO TRAUMATISMO RAQUIMEDULAR (POR DIA)|03C|108,8|0|0|0|0|0|108,8
30715350|TRATAMENTO MICROCIRÚRGICO DAS LESÕES INTRAMEDULARES (TUMOR, MAV, SIRINGOMIELIA, PARASITOSES)|13B|1534,25|2|0|7|0|0|1534,25
30715369|TRATAMENTO MICROCIRÚRGICO DO CANAL VERTEBRAL ESTREITO POR SEGMENTO|09C|566,1|2|0|6|0|0|566,1
30715377|TRATAMENTO PRÉ-NATAL DOS DISRAFISMOS ESPINHAIS|09A|471,75|2|0|6|0|0|471,75
30715385|TUMOR ÓSSEO VERTEBRAL - RESSECÇÃO COM SUBSTITUIÇÃO COM OU SEM INSTRUMENTAÇÃO - TRATAMENTO CIRÚRGICO|10B|658,75|2|0|5|0|0|658,75
30715393|HÉRNIA DE DISCO CERVICAL - TRATAMENTO CIRÚRGICO|10C|731|2|0|5|0|0|731
30717019|ARTRODESE AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|||
30717027|ARTROPLASTIA ESCÁPULO UMERAL COM IMPLANTE - TRATAMENTO CIRÚRGICO|10A|607,75|2|0|5|0|0|607,75
30717035|ARTROTOMIA GLENOUMERAL - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|2|0|0|216,75
30717043|BIÓPSIA CIRÚRGICA DA CINTURA ESCAPULAR|03C|108,8|1|0|1|0|0|108,8
30717051|DEFORMIDADE (DOENÇA) SPRENGEL - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|5|0|0|397,8
30717060|DESARTICULAÇÃO AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|4|0|0|471,75
30717078|ESCÁPULA EM RESSALTO - TRATAMENTO CIRÚRGICO|07A|281,35|1|0|2|0|0|281,35
30717094|FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - REDUÇÃO INCRUENTA|03A|74,8|1|0|2|0|0|74,8
30717108|FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - TRATAMENTO CIRÚRGICO|07C|368,05|2|0|3|0|0|368,05
30717116|LUXAÇÕES CRÔNICAS INVETERADAS E RECIDIVANTES - TRATAMENTO CIRÚRGICO|08C|442|2|0|3|0|0|442
30717124|OSTEOMIELITE AO NÍVEL DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO|06C|260,1|2|0|3|0|0|260,1
30717132|PSEUDARTROSES E/OU OSTEOTOMIAS DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO|08C|442|2|0|4|0|0|442
30717140|RESSECÇÃO PARCIAL OU TOTAL DE CLAVÍCULA - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|2|0|0|397,8
30717159|REVISÃO CIRÚRGICA DE PRÓTESE DE OMBRO|11A|773,5|2|0|5|0|0|773,5
30717167|TRANSFERÊNCIAS MUSCULARES AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30718015|AMPUTAÇÃO AO NÍVEL DO BRAÇO - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30718031|FIXADOR EXTERNO DINÂMICO COM OU SEM ALONGAMENTO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30718040|FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA|03B|95,2|1|0|2|0|0|95,2
30718058|FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO|08C|442|1|0|4|0|0|442
30718074|FRATURAS E PSEUDARTROSES - FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO|07A|281,35|2|0|4|0|0|281,35
30718082|OSTEOMIELITE DE ÚMERO - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30718090|PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|4|0|0|471,75
30719011|ARTRODESE - TRATAMENTO CIRÚRGICO|08B|416,5|1|0|4|0|0|416,5
30719020|ARTROPLASTIA COM IMPLANTE - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|5|||
30719038|ARTROPLASTIAS SEM IMPLANTE - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|3|0|0|216,75
30719046|ARTROTOMIA DE COTOVELO - TRATAMENTO CIRÚRGICO|05B|187|1|0|1|0|0|187
30719054|BIÓPSIA CIRÚRGICA DE COTOVELO|03B|95,2|1|0|1|0|0|95,2
30719062|DESARTICULAÇÃO AO NÍVEL DO COTOVELO - TRATAMENTO CIRÚRGICO|08B|416,5|1|0|3|0|0|416,5
30719089|FRATURAS / PSEUDARTROSES / ARTROSES / COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO|07A|281,35|2|0|4|0|0|281,35
30719097|FRATURAS E OU LUXAÇÕES - REDUÇÃO INCRUENTA|04A|130,05|0|0|2|0|0|130,05
30719100|FRATURAS E OU LUXAÇÕES - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30719119|LESÕES LIGAMENTARES - REDUÇÃO INCRUENTA|03A|74,8|0|0|2|0|0|74,8
30719127|TENDINITES, SINOVITES E ARTRITES - TRATAMENTO CIRÚRGICO|04B|142,8|1|0|2|0|0|142,8
30719135|ARTRODIASTASE - TRATAMENTO CIRÚRGICO COM FIXADOR EXTERNO|07C|368,05|1|0|3|0|0|368,05
30720010|ABAIXAMENTO MIOTENDINOSO NO ANTEBRAÇO|06A|216,75|1|0|3|0|0|216,75
30720028|ALONGAMENTO DOS OSSOS DO ANTEBRAÇO COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO|07C|368,05|2|0|4|0|0|368,05
30720036|AMPUTAÇÃO AO NÍVEL DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO|08B|416,5|1|0|3|0|0|416,5
30720052|CONTRATURA ISQUÊMICA DE VOLKMANN - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30720060|CORREÇÃO DE DEFORMIDADE ADQUIRIDA DE ANTEBRAÇO COM FIXADOR EXTERNO|06A|216,75|2|0|4|0|0|216,75
30720079|ENCURTAMENTO SEGMENTAR DOS OSSOS DO ANTEBRAÇO COM OSTEOSSÍNTESE - TRATAMENTO CIRÚRGICO|06A|216,75|2|0|3|0|0|216,75
30720095|FRATURA E/OU LUXAÇÕES (INCLUINDO DESCOLAMENTO EPIFISÁRIO COTOVELO-PUNHO) - TRATAMENTO CIRÚRGICO|06C|260,1|1|0|3|0|0|260,1
30720109|FRATURA E/OU LUXAÇÕES (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA|04A|130,05|1|0|2|0|0|130,05
30720117|FRATURA VICIOSAMENTE CONSOLIDADA DE ANTEBRAÇO - TRATAMENTO CIRÚRGICO|07C|368,05|2|0|3|0|0|368,05
30720125|OSTEOMIELITE DOS OSSOS DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO|05B|187|2|0|2|0|0|187
30720133|PSEUDARTROSES E OU OSTEOTOMIAS - TRATAMENTO CIRÚRGICO|07C|368,05|2|0|4|0|0|368,05
30720141|RESSECÇÃO DA CABEÇA DO RÁDIO E/ OU DA EXTREMIDADE DISTAL ULNA - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30720150|RESSECÇÃO DO PROCESSO ESTILÓIDE DO RÁDIO - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30720168|SINOSTOSE RADIO-ULNAR - TRATAMENTO CIRURGICO|06A|216,75|1|0|2|0|0|216,75
30720176|TRATAMENTO CIRÚRGICO DE FRATURAS COM FIXADOR EXTERNO|06A|216,75|1|0|4|0|0|216,75
30721016|AGENESIA DE RÁDIO (CENTRALIZAÇÃO DA ULNA NO CARPO)|09A|471,75|2|0|4|0|0|471,75
30721024|ALONGAMENTO DO RÁDIO/ULNA - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|3|0|0|416,5
30721032|ARTRODESE ENTRE OS OSSOS DO CARPO|04C|160,65|1|0|1|0|0|160,65
30721040|ARTRODESE - FIXADOR EXTERNO|06A|216,75|1|0|3|0|0|216,75
30721059|ARTRODESE RÁDIO-CÁRPICA OU DO PUNHO|07C|368,05|1|0|3|0|0|368,05
30721067|ARTROPLASTIA DO PUNHO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO|08C|442|1|0|5|0|0|442
30721075|ARTROPLASTIA PARA OSSOS DO CARPO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO|08B|416,5|1|0|3|0|0|416,5
30721083|ARTROTOMIA - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|0|0|108,8
30721091|BIOPSIA CIRURGICA DO PUNHO|03B|95,2|1|0|1|0|0|95,2
30721105|COTO DE AMPUTAÇÃO PUNHO E ANTEBRAÇO - REVISÃO|03C|108,8|1|0|1|0|0|108,8
30721113|DESARTICULAÇÃO DO PUNHO - TRATAMENTO CIRÚRGICO|06C|260,1|1|0|3|0|0|260,1
30721121|ENCURTAMENTO RÁDIO/ULNAR|08B|416,5|2|0|3|0|0|416,5
30721148|FRATURA DE OSSO DO CARPO - REDUÇÃO CIRÚRGICA|04C|160,65|1|0|2|0|0|160,65
30721156|FRATURA DO CARPO - REDUÇÃO INCRUENTA|02C|54,4|1|0|1|0|0|54,4
30721164|FRATURAS - FIXADOR EXTERNO|06A|216,75|1|0|3|0|0|216,75
30721180|FRATURAS E/OU LUXAÇÕES DO PUNHO - REDUÇÃO INCRUENTA|04A|130,05|1|0|2|0|0|130,05
30721199|FRATURAS E/OU LUXAÇÕES DO PUNHO - TRATAMENTO CIRÚRGICO|06C|260,1|1|0|2|0|0|260,1
30721202|LUXAÇÃO DO CARPO - REDUÇÃO INCRUENTA|02B|45,9|0|0|1|0|0|45,9
30721210|PSEUDARTROSES - TRATAMENTO CIRÚRGICO|07B|311,1|2|0|3|0|0|311,1
30721229|RESSECÇÃO DE OSSO DO CARPO - TRATAMENTO CIRÚRGICO|05B|187|1|0|2|0|0|187
30721237|REPARAÇÃO LIGAMENTAR DO CARPO|05B|187|1|0|3|0|0|187
30721245|SINOVECTOMIA DE PUNHO - TRATAMENTO CIRÚRGICO|05B|187|1|0|2|0|0|187
30721253|TRANSPOSIÇÃO DO RÁDIO PARA ULNA|09A|471,75|2|0|4|0|0|471,75
30722012|ABSCESSO DE MÃO E DEDOS - TENOSSINOVITES / ESPAÇOS PALMARES / DORSAIS E COMISSURAIS - TRATAMENTO CIR|03A|74,8|1|0|2|0|0|74,8
30722039|ABSCESSOS DE DEDO (DRENAGEM) - TRATAMENTO CIRÚRGICO|02B|45,9|0|0|1|0|0|45,9
30722047|ALONGAMENTO/TRANSPORTE ÓSSEO COM FIXADOR EXTERNO|05A|173,4|2|0|3|0|0|173,4
30722055|ALONGAMENTOS TENDINOSOS DE MÃO|04C|160,65|1|0|2|0|0|160,65
30722063|AMPUTAÇÃO AO NÍVEL DOS METACARPIANOS - TRATAMENTO CIRÚRGICO|05B|187|1|0|3|0|0|187
30722071|AMPUTAÇÃO DE DEDO (CADA) - TRATAMENTO CIRÚRGICO|03B|95,2|1|0|1|0|0|95,2
30722080|AMPUTAÇÃO TRANSMETACARPIANA|05B|187|2|0|3|0|0|187
30722098|AMPUTAÇÃO TRANSMETACARPIANA COM TRANSPOSIÇÃO DE DEDO|06A|216,75|2|0|4|0|0|216,75
30722101|APONEVROSE PALMAR (RESSECÇÃO) - TRATAMENTO CIRÚRGICO|05B|187|1|0|3|0|0|187
30722110|ARTRODESE INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|1|0|0|160,65
30722128|ARTROPLASTIA COM IMPLANTE NA MÃO (MF E IF) MÚLTIPLA|09B|514,25|1|0|4|0|0|514,25
30722136|ARTROPLASTIA COM IMPLANTE NA MÃO (MF OU IF)|09B|514,25|1|0|3|0|0|514,25
30722144|ARTROPLASTIA INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30722152|ARTROTOMIA AO NÍVEL DA MÃO - TRATAMENTO CIRÚRGICO|03A|74,8|1|0|2|0|0|74,8
30722160|BIÓPSIA CIRÚRGICA DOS OSSOS DA MÃO|03B|95,2|1|0|1|0|0|95,2
30722179|BRIDAS CONGÊNITAS - TRATAMENTO CIRÚRGICO|05B|187|1|0|3|0|0|187
30722209|CAPSULECTOMIAS MÚLTIPLAS MF OU IF|05B|187|1|0|2|0|0|187
30722217|CAPSULECTOMIAS ÚNICA MF E IF|03C|108,8|1|0|1|0|0|108,8
30722225|CENTRALIZAÇÃO DA ULNA (TRATAMENTO DA MÃO TORTA RADIAL)|08B|416,5|2|0|4|0|0|416,5
30722233|CONTRATURA ISQUÊMICA DE MÃO - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|3|0|0|216,75
30722241|COTO DE AMPUTAÇÃO DIGITAL - REVISÃO|03B|95,2|1|0|1|0|0|95,2
30722250|DEDO COLO DE CISNE - TRATAMENTO CIRÚRGICO|05B|187|2|0|2|0|0|187
30722268|DEDO EM BOTOEIRA - TRATAMENTO CIRÚRGICO|05B|187|2|0|2|0|0|187
30722276|DEDO EM GATILHO, CAPSULOTOMIA / FASCIOTOMIA - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|0|0|108,8
30722284|DEDO EM MARTELO - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30722306|ENXERTO ÓSSEO (PERDA DE SUBSTÂNCIA) - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|3|0|0|216,75
30722314|EXPLORAÇÃO CIRÚRGICA DE TENDÃO DE MÃO|02B|45,9|1|0|1|0|0|45,9
30722322|FALANGIZAÇÃO|09A|471,75|1|0|3|0|0|471,75
30722330|FIXADOR EXTERNO EM CIRURGIA DA MÃO|04C|160,65|1|0|2|0|0|160,65
30722357|FRATURA DE BENNETT - REDUÇÃO INCRUENTA|01B|17|0|0|1|0|0|17
30722365|FRATURA DE BENNETT - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30722390|FRATURA/ARTRODESE COM FIXADOR EXTERNO|03C|108,8|1|0|3|0|0|108,8
30722403|FRATURAS DE FALANGES OU METACARPIANOS - REDUÇÃO INCRUENTA|01C|25,5|0|0|1|0|0|25,5
30722411|FRATURAS DE FALANGES OU METACARPIANOS - TRATAMENTO CIRÚRGICO C/ FIXAÇÃO|04C|160,65|1|0|1|0|0|160,65
30722420|FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - REDUÇÃO INCRUENTA|02B|45,9|0|0|1|0|0|45,9
30722438|FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30722446|FRATURAS E/OU LUXAÇÕES DE METACARPIANOS - REDUÇÃO INCRUENTA|02B|45,9|0|0|1|0|0|45,9
30722454|GIGANTISMO AO NÍVEL DA MÃO - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|3|0|0|471,75
30722462|LESÕES LIGAMENTARES AGUDAS DA MÃO - REPARAÇÃO CIRÚRGICA|05B|187|1|0|1|0|0|187
30722470|LESÕES LIGAMENTARES CRÔNICAS DA MÃO - REPARAÇÃO CIRÚRGICA|05B|187|1|0|2|0|0|187
30722489|LIGAMENTOPLASTIA COM ÂNCORA|06A|216,75|1|0|4|0|0|216,75
30722497|LUXAÇÃO METACARPOFALANGEANA - REDUÇÃO INCRUENTA|02C|54,4|0|0|1|0|0|54,4
30722500|LUXAÇÃO METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|0|0|108,8
30722519|OSTEOMIELITE AO NÍVEL DA MÃO - TRATAMENTO CIRÚRGICO|03B|95,2|1|0|2|0|0|95,2
30722527|OSTEOSSÍNTESE DE FRATURA DE FALANGE E METACARPEANA COM FIXAÇÃO EXTERNA|05B|187|1|0|3|0|0|187
30722535|OSTEOSSÍNTESE DE FRATURA DE FALANGE E METACARPEANA COM USO DE MINIPARAFUSO|05B|187|1|0|3|0|0|187
30722543|PERDA DE SUBSTÂNCIA DA MÃO (REPARAÇÃO) - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30722551|PLÁSTICA UNGUEAL|04C|160,65|1|0|2|0|0|160,65
30722560|POLICIZAÇÃO OU TRANSFERÊNCIA DIGITAL|09A|471,75|2|0|5|0|0|471,75
30722578|POLIDACTILIA ARTICULADA - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30722586|POLIDACTILIA NÃO ARTICULADA - TRATAMENTO CIRÚRGICO|03A|74,8|1|0|1|0|0|74,8
30722594|PRÓTESE (IMPLANTE) PARA OSSOS DO CARPO|06A|216,75|2|0|3|0|0|216,75
30722608|PSEUDARTROSE COM PERDA DE SUBSTÂNCIAS DE METACARPIANO E FALANGES|06A|216,75|1|0|3|0|0|216,75
30722616|PSEUDARTROSE DO ESCAFÓIDE - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|3|0|0|397,8
30722624|PSEUDARTROSE DOS OSSOS DA MÃO - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|3|0|0|108,8
30722632|RECONSTRUÇÃO DA FALANGE COM RETALHO HOMODIGITAL|09B|514,25|1|0|3|0|0|514,25
30722640|RECONSTRUÇÃO DE LEITO UNGUEAL|05B|187|1|0|1|0|0|187
30722659|RECONSTRUÇÃO DO POLEGAR COM RETALHO ILHADO OSTEOCUTÂNEO ANTEBRAQUIAL|10A|607,75|2|0|4|0|0|607,75
30722667|REIMPLANTE DE DOIS DEDOS DA MÃO (POR CADA DEDO ADICIONAL REIMPLANTADO SERÁ ADICIONADO O PORTE 3B)|13A|1398,25|3|0|6|0|0|1398,25
30722675|REIMPLANTE DO MEMBRO SUPERIOR NÍVEL TRANSMETACARPIANO ATÉ O TERÇO DISTAL DO ANTEBRAÇO|13A|1398,25|3|0|6|0|0|1398,25
30722683|REIMPLANTE DO POLEGAR|13A|1398,25|3|0|6|0|0|1398,25
30722691|REPARAÇÕES CUTÂNEAS COM RETALHO ILHADO ANTEBRAQUIAL INVERTIDO|09B|514,25|2|0|3|0|0|514,25
30722705|RESSECÇÃO 1ª FILEIRA DOS OSSOS DO CARPO|06A|216,75|1|0|1|0|0|216,75
30722713|RESSECÇÃO DE CISTO SINOVIAL|03B|95,2|1|0|1|0|0|95,2
